word,dlt_stor
"arms,",4
and,1
they,1
both,1
flew,5
upwards,4
in,4
brightness,5
and,4
joy,3
far,3
above,3
the,3
"earth,",4
where,3
there,3
was,3
neither,3
cold,4
nor,3
"hunger,",4
and,1
the,2
little,2
girl,1
felt,1
safe,2
and,1
peaceful.,0
In,1
the,1
dawn,2
of,2
the,2
morning,1
there,1
lay,1
the,1
poor,1
little,1
"one,",0
not,1
"frowning,",8
but,3
smiling,2
and,1
with,1
a,1
pale,1
face,0
leaning,1
against,1
the,1
"wall,",0
frozen,0
and,1
stone,1
dead.,0
'She,1
tried,2
to,2
warm,2
"herself,'",3
said,1
some.,0
Children,2
who,2
saw,2
her,1
were,1
asking,2
their,2
parents,1
why,1
no,2
one,1
helped,1
the,1
girl,1
who,1
they,1
knew,1
looked,1
dirt,1
poor,2
and,1
helpless.,0
Passersby,2
who,2
saw,1
her,2
sitting,2
motionless,1
wished,3
they,3
could,3
have,3
helped,3
the,3
"girl,",4
but,1
their,2
good,2
intentions,1
were,1
a,2
day,2
late,1
and,1
a,2
dollar,1
short.,0
Other,1
people,1
suspected,3
the,4
girl,3
had,3
fallen,5
asleep,4
and,3
"frozen,",4
but,1
no,2
one,1
imagined,3
what,4
beautiful,4
things,3
she,3
had,3
"seen,",4
nor,1
into,2
what,2
glory,1
she,1
had,1
entered,2
with,2
her,2
"grandmother,",2
on,1
New,2
Year's,3
day.,0
Once,2
upon,2
a,2
time,1
the,2
birds,1
took,3
it,2
into,2
their,2
heads,1
that,1
they,1
would,1
like,3
a,3
"master,",4
and,1
that,1
one,2
of,2
their,2
number,1
must,1
be,1
chosen,1
king.,0
A,1
meeting,2
of,2
all,2
the,2
birds,1
was,1
called,2
and,1
though,2
they,2
understood,2
the,3
birds,3
who,3
were,3
from,3
the,3
most,3
distant,3
lands,2
would,2
be,2
unable,2
to,2
"come,",2
many,2
birds,1
came,1
from,1
faraway,1
meadows,2
and,1
woods.,0
The,1
"eagle,",4
who,2
already,2
thought,2
himself,2
the,2
de,2
facto,2
"king,",2
arrived,1
fashionably,1
late.,0
It,1
was,1
a,1
hawk,1
who,1
was,1
most,1
excited,2
about,2
the,2
"meeting,",2
because,1
he,1
was,1
the,1
dark,1
horse,1
for,1
king.,0
The,1
small,1
fry,1
came,3
"too,",4
and,1
the,2
"robin,",14
the,7
"bluebird,",12
the,6
"owl,",10
the,5
"lark,",8
and,3
the,3
"sparrow,",4
who,2
had,3
only,2
a,2
chance,3
in,3
a,3
million,2
to,2
be,2
"king,",2
were,1
all,1
present,1
at,1
the,1
meeting.,0
The,1
"cuckoo,",4
who,2
was,2
almost,3
not,2
invited,2
because,2
his,3
call,2
so,2
annoyed,2
the,2
other,2
"birds,",2
came,1
too.,0
It,1
was,1
the,1
very,2
little,1
bird,2
who,2
had,4
no,4
name,3
at,3
"all,",4
"however,",2
that,1
would,1
end,2
up,1
overturning,2
the,2
balance,2
of,2
power,1
among,1
the,1
birds.,0
That,1
there,1
would,1
be,1
great,1
confusion,4
and,3
noise,2
among,2
the,2
birds,2
at,2
the,2
meeting,1
was,1
to,1
be,1
"expected,",2
given,1
the,1
sheer,1
numbers,1
of,1
birds,1
that,1
have,1
gathered.,0
There,1
was,3
"piping,",10
"hissing,",8
and,3
"clacking,",4
but,1
finally,1
it,1
was,1
decided,1
that,1
the,2
bird,2
that,2
could,2
fly,2
the,2
highest,1
should,1
be,1
king.,0
The,1
little,1
bird,1
lay,5
low,4
near,4
the,4
eagle,3
at,3
"first,",4
but,1
the,2
eagle,1
did,1
not,1
notice,0
the,1
bird,1
hopping,2
onto,2
his,2
back,1
right,1
as,1
the,2
competition,1
was,1
about,1
to,1
commence.,0
Into,1
the,1
air,1
in,2
a,2
great,2
flock,1
all,2
the,2
birds,1
flew,1
when,1
the,2
signal,1
was,1
given.,0
The,1
air,1
was,1
full,3
of,3
"dust,",4
and,1
it,1
seemed,1
as,2
if,1
a,2
black,2
cloud,1
were,1
floating,1
over,1
the,1
field.,0
You,1
could,1
hear,2
the,3
birds,2
chirping,3
and,2
flapping,1
from,1
fields,1
that,1
were,1
miles,1
away.,0
The,1
little,1
birds,2
that,2
soon,2
grew,2
tired,1
fell,2
back,2
quickly,1
to,1
earth.,0
The,1
fact,1
that,2
the,3
larger,3
ones,2
held,7
out,6
"longer,",10
and,4
flew,4
higher,5
and,4
"higher,",6
but,2
the,3
eagle,2
flew,2
highest,2
of,2
"any,",2
surprised,1
no,1
one.,0
Could,1
anyone,1
stop,1
the,1
eagle,1
that,1
seemed,1
to,1
be,1
flying,2
straight,1
into,1
the,1
sun?,0
The,1
other,1
birds,1
gave,4
out,3
one,3
by,3
one,2
and,1
when,2
the,3
eagle,2
saw,2
this,1
he,1
"thought,",2
'What,2
is,1
the,1
use,1
of,1
flying,1
any,1
higher?,0
This,1
victory,1
is,1
in,1
the,1
bag,2
and,1
I,1
am,1
king!',0
Then,1
the,2
birds,1
below,1
called,2
with,2
one,2
"accord,",2
'Come,4
"back,",3
come,1
back!,0
It,1
is,1
you,1
who,1
must,1
be,1
our,1
king,0
because,1
no,2
one,1
can,1
fly,2
as,2
high,1
as,1
you.',0
'Except,1
me!',0
cried,3
a,3
"shrill,",6
shrill,3
"voice,",4
and,1
out,2
of,2
the,2
blue,1
the,2
little,2
bird,2
without,2
a,2
name,1
rose,1
from,1
the,2
eagle's,3
"back,",2
where,1
he,1
had,1
lain,0
hidden,1
in,1
the,1
feathers.,0
His,1
guile,1
was,1
the,1
ace,3
up,3
his,3
"sleeve,",4
and,1
he,1
laughed,2
to,2
himself,1
at,1
how,2
easy,1
it,1
had,1
been,1
to,1
outwit,1
the,1
other,1
birds.,0
Higher,3
and,2
higher,1
he,1
"mounted,",6
until,3
he,3
was,3
lost,3
to,3
"sight,",4
and,1
then,1
folding,1
his,2
wings,1
"together,",2
he,1
sank,2
to,2
earth,1
crying,3
"shrilly,",4
'I,5
am,3
"king,",3
I,1
am,1
king!',0
The,1
eagle,2
tricked,2
by,2
the,2
little,2
bird,1
had,1
not,1
sensed,3
the,3
bird,3
in,3
his,3
feathers,2
and,1
so,1
had,1
not,1
at,2
all,1
expected,2
the,2
bird,1
to,1
come,1
flying,2
out,1
like,1
that.,0
The,1
birds,1
back,2
on,2
earth,1
were,1
all,1
up,1
in,1
arms.,0
"'You,",4
and,1
not,1
the,1
"eagle,",0
our,1
king?',0
the,1
birds,1
"cried,",2
fuming,1
with,1
anger.,0
'You,1
have,1
done,3
this,2
by,2
breaking,2
every,2
rule,2
in,2
the,2
"book,",2
so,1
we,1
will,1
not,1
have,2
"you,",4
who,2
are,2
simply,2
tricky,3
and,2
"cunning,",2
to,1
reign,1
over,1
us.',0
The,1
bird,2
without,2
a,2
name,1
then,1
decided,3
to,3
clear,3
the,3
air,2
and,1
"said,",2
'Then,2
let,1
everyone,1
start,3
with,3
a,3
clean,3
slate,2
and,1
perform,1
a,1
new,1
challenging,1
task.,0
Then,1
we,1
can,1
decide,1
who,1
should,1
be,1
the,1
real,1
king.',0
Then,1
the,2
birds,1
gathered,4
together,3
again,2
and,1
decided,1
the,2
case,1
would,1
be,1
resolved,1
by,1
making,1
a,1
new,1
"condition,",2
which,1
was,1
that,1
he,1
should,1
be,1
king,0
who,1
could,1
go,2
the,2
deepest,1
into,1
the,1
earth.,0
So,0
the,1
little,1
bird,2
who,2
the,3
other,3
birds,2
despised,1
was,1
now,2
back,1
to,1
square,1
one.,0
"Confident,",2
he,1
"remained,",4
"however,",2
that,1
if,2
he,2
played,3
his,3
cards,2
"right,",2
he,1
could,1
be,1
king.,0
How,1
the,2
goose,1
wallowed,3
in,3
the,3
"sand,",4
and,1
the,2
duck,1
strove,1
to,1
dig,1
a,1
hole,1
for,1
the,1
new,1
task!,0
All,1
the,1
other,1
birds,1
tried,1
to,1
hide,4
themselves,3
in,3
the,3
"ground,",4
"too,",2
until,1
they,1
were,1
practically,1
blue,1
in,1
the,1
face.,0
The,1
nameless,1
little,1
bird,2
that,2
was,2
as,2
bold,2
as,2
brass,1
found,3
a,3
pitch,4
dark,3
mouse's,7
"hole,",4
and,1
creeping,1
in,0
"cried,",2
'I,2
am,1
"king,",3
I,1
am,1
king!',0
but,1
it,1
was,1
of,1
no,1
avail.,0
"'You,",0
our,1
king?',0
all,1
the,1
remaining,1
birds,2
who,2
the,3
littlest,3
bird,2
had,2
outwitted,1
cried,2
"again,",2
even,1
more,2
angrily,1
than,1
before.,0
'Do,1
you,1
think,1
we,1
would,1
reward,2
your,2
cunning,1
in,1
this,1
way?,0
"No,",2
no!,0
You,1
shall,1
stay,2
in,2
the,2
earth,1
till,1
you,1
die,1
of,1
hunger!',0
So,0
they,1
shut,4
up,3
the,3
little,3
bird,3
in,3
the,4
mouse's,7
hole,3
that,4
the,5
mouse,4
gave,4
up,3
most,3
"unwillingly,",4
and,1
bade,1
the,2
owl,1
watch,3
him,2
carefully,1
night,2
and,1
day.,0
Then,1
all,2
the,2
birds,1
went,5
home,4
to,4
"bed,",6
for,3
they,3
were,3
very,3
"tired,",4
but,1
the,2
owl,2
assigned,3
by,3
the,3
birds,2
to,2
stand,2
guard,1
found,1
his,2
job,1
was,1
lonely,3
and,2
wearisome,1
because,1
he,1
was,1
just,1
sitting,1
alone,0
staring,1
at,1
the,2
mouse's,3
hole.,0
'I,1
can,1
close,4
one,4
eye,3
and,2
watch,2
with,2
the,2
"other,'",3
he,1
thought.,0
So,1
he,1
closed,5
one,5
eye,4
and,3
stared,4
steadfastly,3
with,3
the,3
"other,",4
but,1
before,2
he,2
knew,2
it,1
he,1
forgot,3
to,3
keep,4
that,4
one,3
"open,",4
and,1
both,2
eyes,1
were,1
fast,1
asleep.,0
Then,1
the,2
little,2
bird,2
guarded,2
by,2
the,2
owl,1
peeped,3
"out,",4
and,1
when,2
he,2
saw,2
the,3
owl's,7
two,3
eyes,2
tight,2
"shut,",2
he,1
slipped,3
from,3
the,3
hole,2
and,1
flew,1
away.,0
He,1
wanted,3
to,3
"shout,",8
'I,8
am,4
king',6
so,4
that,3
the,4
owl,3
could,3
hear,4
him,3
as,3
he,3
"flew,",4
but,1
thought,1
better,1
of,1
it.,0
From,1
this,1
time,1
"on,",2
the,2
owl,2
fooled,2
by,2
the,2
little,2
bird,1
has,1
not,1
dared,1
to,1
show,3
himself,2
by,2
day,1
for,1
fear,1
the,2
birds,1
should,1
beat,1
the,1
living,1
daylights,1
out,1
of,1
him.,0
He,1
flies,2
about,1
only,1
at,1
"nighttime,",0
hating,3
and,2
pursuing,1
not,1
the,1
"bird,",4
but,1
the,1
mouse,1
for,1
having,1
made,1
the,1
hole,1
into,2
which,1
the,2
little,2
bird,1
crept.,0
And,1
the,2
little,2
bird,1
also,1
keeps,3
out,2
of,2
"sight,",2
for,1
he,1
fears,1
that,1
the,2
other,2
birds,1
should,1
punish,2
him,1
for,1
his,1
cunning.,0
The,1
rejection,2
by,2
the,2
other,2
birds,1
was,1
a,1
bitter,1
pill,1
to,1
swallow,1
for,1
the,1
nameless,1
bird,1
the,2
owl,1
had,1
let,1
slip,1
away.,0
He,1
hides,3
in,3
the,3
"hedges,",4
and,1
when,2
he,2
thinks,2
himself,2
quite,2
"safe,",2
he,1
sings,4
"out,",6
'I,6
am,3
"king,",3
I,1
am,1
king!',0
And,1
the,2
other,2
birds,1
in,2
mockery,1
call,1
"out,",0
"'Yes,",4
"yes,",2
the,1
"hedge-king,",2
the,1
hedge-king!',0
At,1
ten,2
years,1
"old,",2
I,1
could,1
not,1
figure,2
out,1
what,1
it,1
was,2
that,2
this,3
Elvis,3
Presley,3
guy,2
had,1
that,1
the,2
rest,2
of,2
us,2
boys,1
did,1
not,1
have.,0
He,1
seemed,1
to,1
be,1
no,1
different,1
from,1
the,1
rest,1
of,1
us.,0
He,1
was,1
simply,1
a,1
man,1
who,1
had,1
a,1
"head,",6
two,3
arms,2
and,1
two,1
legs.,0
It,1
must,1
have,1
been,1
something,2
pretty,2
superlative,1
that,1
he,1
had,1
hidden,1
"away,",0
because,1
he,1
had,1
every,1
young,1
girl,2
at,2
the,2
orphanage,1
wrapped,1
around,1
his,1
little,1
finger.,0
At,1
about,1
nine,2
o'clock,1
on,2
Saturday,2
"morning,",2
I,1
figured,1
a,2
good,2
solution,1
was,1
to,1
ask,2
Eugene,2
"Correthers,",4
who,2
was,2
one,2
of,2
the,2
older,4
and,3
smarter,2
"boys,",2
what,1
it,1
was,1
that,1
made,1
this,2
Elvis,2
guy,1
so,1
special.,0
He,1
told,2
me,1
that,1
it,1
was,1
not,1
anything,3
about,3
Elvis's,7
"personality,",4
but,1
his,1
wavy,1
"hair,",4
and,1
the,1
way,1
he,1
moved,1
his,1
body.,0
About,1
a,1
half,1
an,2
hour,1
"later,",2
the,2
boys,3
in,3
the,3
orphanage,2
called,4
down,3
to,3
the,3
main,3
dining,3
room,2
by,2
the,2
matron,1
were,1
told,1
that,1
they,1
were,1
all,1
going,2
to,2
downtown,2
"Jacksonville,",4
Florida,1
to,1
get,3
a,3
new,3
pair,3
of,3
Buster,3
Brown,3
shoes,2
and,1
a,1
haircut.,0
That,1
is,1
when,1
I,1
got,1
this,1
big,1
"idea,",2
which,1
hit,2
me,1
like,1
a,1
ton,1
of,1
bricks.,0
If,1
the,2
Elvis,2
haircut,1
was,1
the,1
big,1
"secret,",2
then,1
Elvis's,5
haircut,1
I,1
was,1
going,1
to,1
get.,0
I,1
was,1
going,3
to,3
have,3
my,3
day,3
in,3
the,3
"sun,",4
and,1
all,2
the,2
way,2
to,2
town,1
that,1
was,1
all,1
I,1
talked,1
about.,0
The,1
fact,2
that,3
I,3
was,3
getting,3
an,3
Elvis,3
"haircut,",4
not,3
just,2
the,2
simple,2
fact,1
that,2
we,2
were,2
getting,2
out,2
of,2
the,2
"orphanage,",2
made,1
me,1
particularly,1
loquacious.,0
I,1
told,2
"everybody,",4
including,2
the,2
orphanage,2
matron,2
I,2
normally,2
"feared,",2
that,1
I,1
was,1
going,5
to,5
look,6
just,5
like,5
Elvis,5
Presley,4
and,3
that,3
I,3
would,3
learn,3
to,3
move,5
around,4
just,3
like,3
he,3
did,2
and,1
that,1
I,1
would,1
be,1
rich,5
and,4
famous,3
one,3
"day,",4
just,1
like,1
him.,0
The,1
matron,1
understood,3
my,4
idea,3
was,3
something,3
that,3
I,3
was,3
really,3
excited,2
about,2
and,1
said,1
nothing.,0
When,1
I,1
got,2
my,2
new,2
Buster,2
Brown,2
"shoes,",2
I,1
was,1
smiling,2
from,2
ear,1
to,1
ear.,0
Those,1
"shoes,",0
they,1
shined,3
really,3
"brightly,",4
and,1
I,1
liked,1
looking,1
at,1
the,1
bones,2
in,2
my,2
"feet,",2
which,1
I,1
had,1
never,1
seen,2
"before,",2
through,1
a,1
special,1
x-ray,1
machine,2
they,2
had,2
in,2
the,2
shoe,2
store,1
that,1
made,1
the,2
bones,2
in,2
your,2
feet,1
look,1
green.,0
I,1
was,1
now,1
almost,1
ready,2
to,2
go,5
back,4
to,4
the,4
orphanage,3
and,2
practice,2
being,2
like,2
the,2
man,2
who,2
all,3
the,3
girls,2
"loved,",2
since,1
I,1
had,1
my,1
new,1
Buster,1
Brown,1
shoes.,0
It,1
was,1
the,1
new,1
"haircut,",4
"though,",2
that,1
I,1
needed,0
to,1
complete,1
my,1
new,1
look.,0
We,1
finally,1
arrived,1
at,1
the,1
"unassuming,",2
unembellished,1
"barbershop,",2
where,1
they,1
cut,3
our,3
hair,2
for,2
free,1
because,1
we,1
were,1
orphans.,0
Even,1
though,1
we,1
were,1
supposed,2
to,2
slowly,2
wait,2
to,2
be,2
"called,",2
I,1
ran,4
straight,3
up,3
to,3
one,3
of,3
the,3
barber,3
chairs,2
and,1
climbed,2
up,1
onto,1
the,1
board,0
the,1
barber,1
placed,2
across,2
the,2
arms,1
to,1
make,1
me,1
sit,1
up,1
higher.,0
I,1
looked,3
at,3
the,3
man,2
and,1
"said,",4
with,2
a,2
beaming,2
smile,2
on,2
my,2
"face,",2
'I,2
want,1
an,1
Elvis,1
haircut.,0
Can,1
you,1
make,2
my,2
hair,1
like,1
Elvis's?',1
I,1
asked.,0
The,1
"barber,",4
who,2
was,2
a,2
genial,3
young,2
"man,",2
grinned,4
back,3
at,3
me,2
and,1
said,1
that,1
he,1
would,1
try,1
his,1
best.,0
I,1
was,1
so,1
happy,3
when,3
he,3
started,3
to,3
cut,3
my,3
"hair,",4
but,1
just,2
as,2
he,2
started,2
to,2
"cut,",2
the,2
"matron,",4
who,2
had,2
been,2
watching,4
me,3
and,2
had,2
a,2
look,3
as,3
cold,2
as,2
"ice,",2
motioned,1
for,1
him,1
to,1
come,2
over,1
to,1
where,1
she,1
was,1
standing.,0
She,1
whispered,1
something,2
into,2
his,2
ear,1
that,1
caused,2
the,2
barber,1
to,1
shake,2
his,2
"head,",2
like,1
he,1
was,1
telling,1
"her,",0
'No'.,0
In,1
"response,",2
the,2
matron,1
walked,4
over,3
to,3
a,3
little,3
man,2
sitting,3
in,3
an,3
office,3
chair,3
that,3
squeaked,3
as,3
it,3
rolled,3
around,3
the,3
floor,2
and,1
spoke,1
to,1
him.,0
It,1
was,1
the,1
little,1
man,1
who,1
then,1
walked,3
over,2
and,1
said,2
something,1
to,1
the,1
man,1
who,1
was,1
cutting,1
my,1
hair.,0
The,1
next,1
thing,1
I,1
"knew,",0
the,1
man,2
who,2
was,2
cutting,2
my,2
hair,1
told,2
me,1
that,1
he,1
was,1
no,2
longer,1
allowed,1
to,1
give,2
me,1
an,1
Elvis,1
cut.,0
'Why,1
not?',0
I,1
cried,1
desperately.,0
The,1
kindly,1
barber,2
stopped,2
by,2
the,2
matron,1
did,1
not,1
"answer,",4
but,1
from,2
his,2
"expression,",2
I,1
could,1
tell,1
that,1
he,1
wished,1
he,1
could,1
cut,2
it,1
as,1
I,1
had,1
asked.,0
Within,1
a,1
few,1
"minutes,",2
it,1
wasn't,2
an,1
Elvis,1
"haircut,",6
but,2
a,2
short,2
buzz,2
cut,1
that,1
the,2
barber,1
had,1
given,1
me.,0
When,1
he,1
finished,4
shaving,5
off,4
all,4
my,4
hair,3
and,2
made,2
me,2
smell,3
real,3
good,2
with,2
his,2
"powder,",2
the,2
barber,1
handed,4
me,3
a,3
nickel,2
and,1
told,2
me,1
to,1
go,3
outside,3
to,3
the,3
snack,3
machine,2
and,1
buy,2
myself,1
a,1
candy,1
bar.,0
I,1
handed,5
him,4
the,4
nickel,3
back,2
and,1
told,2
him,1
that,1
I,1
was,1
not,1
hungry.,0
'I'm,2
so,1
"sorry,",0
"baby,'",0
he,1
"said,",2
as,1
I,1
climbed,1
out,1
of,1
his,1
barber,1
chair.,0
'I,1
am,1
not,1
a,1
"baby,'",3
I,1
"said,",2
as,1
I,1
wiped,2
the,2
tears,1
from,1
my,1
eyes.,0
I,1
then,1
sat,4
down,3
on,3
the,3
floor,2
and,1
brushed,2
away,1
the,1
hair,1
that,1
had,1
accumulated,1
on,1
my,1
shiny,1
new,1
Buster,1
Brown,1
shoes.,0
My,1
head,1
was,1
no,2
longer,1
in,1
the,1
"clouds,",4
and,1
I,1
got,5
up,4
off,4
the,4
"floor,",6
brushed,4
off,3
my,3
short,3
"pants,",4
and,1
walked,2
sullenly,1
towards,1
the,1
door.,0
The,1
matron,1
was,1
smiling,2
at,2
me,1
sort,2
of,1
funny,1
like.,0
The,1
barber,2
upset,2
by,2
the,2
matron,1
said,2
to,2
"her,",2
'You,2
are,1
just,1
a,1
damn,1
"bitch,",0
lady.',0
She,1
yelled,4
back,3
at,3
him,2
at,2
the,2
top,2
of,2
her,2
"lungs,",2
before,1
walking,2
toward,2
the,2
"office,",2
as,1
fast,1
as,1
she,1
could.,0
To,1
show,2
his,2
"anger,",2
the,2
man,1
hit,4
the,4
wall,3
with,3
his,3
hand,2
and,1
then,1
walked,1
outside,1
where,1
he,1
stood,2
against,2
the,2
brick,2
"wall,",2
smoking,1
a,1
cigarette.,0
I,1
understood,4
right,4
there,3
my,4
haircut,3
was,3
something,3
that,3
had,3
been,3
out,3
of,3
the,3
power,3
of,3
the,3
barber,2
and,1
then,1
I,1
slowly,1
walked,2
outside,1
to,1
join,1
the,1
man.,0
He,1
looked,4
"down,",5
smiled,2
at,2
"me,",2
then,1
he,1
patted,2
me,1
on,1
the,1
top,1
of,1
my,1
bald,2
as,2
a,2
coot,1
head.,0
It,1
was,1
a,1
fact,2
of,2
my,2
life,1
that,1
I,1
was,1
not,1
gonna,2
have,2
hair,2
that,2
was,2
anything,2
like,2
Elvis's,3
anytime,1
soon.,0
I,1
then,1
looked,5
up,4
at,4
the,4
barber,3
with,3
my,3
wet,3
red,3
eyes,2
and,1
"asked,",0
'Do,1
you,1
know,1
if,1
Elvis,2
Presley,1
has,1
green,1
bones?',0
This,1
is,1
a,1
story,1
of,1
how,1
Mr.,2
Sticky,1
got,1
in,1
Abby's,3
fish,1
tank.,0
'He's,2
very,1
"small,'",3
Abby's,5
mom,1
said,1
as,1
she,1
peered,1
at,1
the,1
tiny,1
water,1
snail.,0
Abby,1
said,3
that,3
he,3
would,3
grow,2
and,1
then,1
pulled,4
her,4
pajama,4
bottoms,3
up,3
again,2
before,2
she,2
got,2
into,2
"bed,",2
for,1
they,1
were,1
always,1
falling,1
down.,0
"Usually,",2
Abby's,5
mom,1
got,4
up,3
at,3
the,3
crack,3
of,3
"dawn,",4
but,1
it,1
was,1
Abby,1
who,1
jumped,6
out,5
of,5
bed,4
first,3
the,3
next,3
morning,2
and,1
switched,2
on,1
the,1
light,1
in,1
her,1
fish,1
"tank,",2
which,1
contained,1
three,1
fish.,0
At,1
"first,",2
she,1
could,1
see,3
neither,3
hide,5
nor,4
hair,3
of,3
the,3
"snail,",4
but,1
then,1
she,1
spotted,1
him.,0
It,1
had,1
taken,4
Abby,3
a,3
while,2
to,2
find,2
Sticky,1
because,1
he,1
was,1
clinging,2
to,2
the,2
glass,2
near,2
the,2
"bottom,",2
right,1
next,1
to,1
the,1
gravel.,0
At,1
school,1
that,2
"day,",2
"Abby,",4
encouraged,2
by,2
her,2
"teacher,",2
wrote,2
excitedly,1
about,1
the,1
small,3
and,2
mysterious,1
Mr.,1
"Sticky,",2
who,1
you,1
could,1
mistake,1
for,1
a,1
piece,1
of,1
gravel.,0
He,1
seemed,3
an,3
ideal,3
pet,2
for,2
"her,",2
some,2
of,2
the,2
girls,2
in,2
her,2
class,1
"teased,",2
because,1
Abby,1
was,1
also,1
very,1
small.,0
That,1
"evening,",0
Abby,1
turned,4
on,3
the,3
light,2
and,1
found,1
Mr.,2
Sticky,1
clinging,3
to,3
the,3
pond,3
weed,2
and,1
bobbing,2
about,1
in,1
the,1
air,1
bubbles.,0
'That,1
looks,1
fun!',0
Abby,1
exclaimed.,0
She,1
tried,3
to,3
imagine,3
what,4
it,4
must,4
be,4
like,3
to,3
have,3
to,3
hang,5
on,4
to,4
things,3
all,3
day,2
and,1
decided,1
the,2
answer,1
was,1
that,1
it,1
was,1
probably,1
very,1
tiring.,0
Abby,1
told,4
her,4
mom,3
that,3
she,3
thought,3
Sticky,3
had,3
grown,3
a,3
bit,2
the,2
next,2
day,1
at,1
breakfast.,0
'Just,1
as,1
well,1
if,1
he's,2
going,2
to,2
be,2
gobbled,3
up,2
like,2
"that,'",3
her,2
mom,1
responded,0
who,1
was,1
busy,0
preparing,1
breakfast.,0
Abby,1
whined,1
that,1
she,1
didn't,2
want,4
him,3
to,3
get,3
too,3
big,2
or,1
he,1
wouldn't,2
be,1
cute,1
anymore.,0
'Small,1
"things,",4
not,2
big,2
"things,",2
are,1
"cute,",2
right?',0
she,1
"asked,",2
half,1
to,1
herself.,0
The,1
next,1
day,0
in,1
art,1
"class,",2
Abby,1
needed,4
two,4
pieces,5
of,5
paper,4
that,4
were,4
very,4
"expensive,",6
to,3
draw,3
an,3
"elephant,",4
but,1
the,2
teacher,1
didn't,2
mind,1
Abby,2
using,2
the,2
expensive,2
paper,1
because,1
she,1
was,1
pleased,3
with,3
the,3
drawing,2
and,1
wanted,2
it,1
on,1
the,1
wall.,0
The,1
"teacher,",4
who,2
was,2
always,2
very,2
"encouraging,",2
remarked,4
that,4
the,5
drawing,5
Abby,5
had,5
made,4
was,4
very,4
creative,3
and,2
beamed,2
at,2
"Abby,",2
giving,2
her,1
the,1
seal,1
of,1
approval.,0
Back,2
at,2
"home,",2
"Mom,",4
convinced,3
by,3
Abby,2
to,2
clean,3
out,2
the,2
"tank,",2
was,1
cleaning,1
with,1
a,1
special,1
"vacuum,",4
or,1
'hoover'.,1
'Where's,2
Mr.,1
Sticky?',0
Abby,1
asked,2
first,2
thing,1
when,1
she,1
came,2
home,1
from,1
school.,0
'On,1
the,1
"side,'",0
Mom,1
replied.,0
And,1
then,1
she,1
"added,",2
'Don't,3
worry.,0
I,1
went,2
extra,2
slowly,1
since,1
it's,2
better,1
to,1
be,1
safe,1
than,1
sorry.',0
Abby,1
looked,3
on,3
all,3
sides,3
of,3
the,3
"tank,",4
but,1
there,1
was,1
no,1
sign,1
of,1
the,1
water,1
snail,1
that,1
she,1
had,1
discovered,1
a,1
couple,2
of,2
days,1
ago.,0
She,1
was,1
very,1
sad.,0
Her,1
mom,1
said,1
to,1
wait,3
a,3
few,3
hours,2
until,2
the,3
water,2
clears,1
to,1
take,1
another,1
careful,1
look.,0
That,1
"evening,",0
Abby,1
went,3
up,2
to,2
her,2
bedroom,1
to,1
check,2
the,2
tank,1
again.,0
The,1
water,1
had,1
settled,4
and,3
looked,3
"clear,",4
but,1
Abby,1
could,1
not,1
see,1
Mr.,1
Sticky.,0
Abby,1
kneeled,4
down,3
to,3
have,3
another,3
look,3
in,3
the,3
tank,3
that,3
her,4
mom,3
had,3
cleared,3
so,3
"thoroughly,",4
but,1
Mr.,2
Sticky,1
was,1
still,1
nowhere,1
to,1
be,1
found.,0
Abby,1
was,1
a,1
bundle,2
of,2
nerves,1
as,1
she,1
descended,1
the,1
stairs.,0
In,1
the,1
"study,",2
surrounded,2
by,2
books,3
and,2
"papers,",2
her,2
mom,1
was,1
working,2
and,1
she,1
looked,1
impatient,3
when,3
she,3
saw,3
Abby,3
in,3
the,3
doorway,2
and,1
even,1
more,1
worried,1
when,1
she,1
heard,1
the,1
bad,1
news.,0
'He'll,2
turn,2
"up,'",3
Mom,1
"said,",4
and,1
that,1
was,1
that.,0
"Then,",2
to,2
add,3
fuel,2
to,2
the,2
"flames,",2
she,1
raised,3
her,3
tone,3
of,3
voice,2
and,1
said,3
"dismissively,",4
'For,5
the,3
time,3
"being,",4
go,2
to,2
"bed,",2
Abby.,2
I've,2
got,2
masses,2
of,2
work,1
to,1
catch,2
up,1
on.',0
Abby,1
had,3
a,3
quick,3
temper,2
and,1
she,1
was,1
angry,1
as,1
hell.,0
'You've,2
hoovered,3
him,2
"up,",2
haven't,1
you?',0
she,1
said,1
accusingly.,0
Abby's,3
mom,1
denied,3
Abby's,9
version,4
of,4
the,4
story,3
was,3
true,2
and,1
said,1
that,1
she,1
was,1
"careful,",4
but,1
because,2
Mr.,3
Sticky,2
was,2
so,2
small,1
he,1
was,1
hard,1
to,1
see.,0
'What's,2
wrong,1
with,1
being,1
small?',0
'Nothing,1
at,1
"all,",0
but,1
it,1
makes,1
things,1
hard,1
to,1
find.',0
'Or,1
"notice,'",0
Abby,1
"said,",2
suddenly,1
feeling,4
like,4
the,4
"small,",8
overlooked,3
Mr.,4
Sticky,3
herself,2
and,1
storming,1
from,1
the,1
room.,0
The,1
door,2
to,2
the,2
bedroom,1
opened,4
a,4
few,4
minutes,3
later,2
and,1
Mom's,5
face,1
appeared.,0
She,1
was,2
there,1
to,1
try,1
to,1
make,2
up,1
for,1
having,1
been,1
insensitive,1
earlier.,0
She,1
had,1
put,4
her,4
work,3
on,3
the,3
