word,dlt_stor
which,2
belonged,3
to,3
two,3
men,2
in,2
their,2
early,2
"30s,",2
had,1
been,1
extremely,2
well,1
preserved,1
by,1
the,1
cool,1
environment,1
of,1
the,1
cave.,0
Carbon,1
dating,1
put,3
the,3
remains,2
at,2
around,3
"7,000",3
years,2
"old,",2
before,1
farming,1
had,1
swept,2
into,2
Europe,1
from,1
the,1
Middle,1
East.,0
The,1
timing,1
ﬁtted,1
with,1
ancient,1
artifacts,1
found,2
at,2
the,2
"site,",2
including,1
perforated,1
reindeer,1
teeth,1
that,1
were,1
strung,1
and,1
hung,1
from,1
the,2
people's,3
clothing.,0
On,1
top,2
of,2
the,2
scientiﬁc,2
"impact,",2
artists,1
might,1
have,1
to,1
rethink,1
their,1
drawings,1
of,1
the,1
people.,0
“You,1
see,2
a,2
lot,2
of,2
reconstructions,2
of,2
these,2
people,2
hunting,2
and,2
gathering,1
and,1
they,1
look,2
like,2
modern,2
Europeans,1
with,1
light,1
skin.,0
You,1
never,1
see,2
a,2
reconstruction,2
of,2
a,2
Mesolithic,2
hunter-,4
gatherer,2
with,2
dark,2
skin,2
and,2
blue,2
eye,2
"color,”",3
Lalueza-Fox,5
said.,0
The,1
Spanish,1
team,1
went,2
on,1
to,1
compare,3
the,3
genome,3
of,3
the,3
hunter-gatherer,8
to,2
those,3
of,3
modern,3
Europeans,2
from,2
different,2
regions,1
to,1
see,1
how,1
they,1
might,1
be,1
related.,0
They,1
found,1
that,1
the,2
ancient,2
DNA,1
most,2
closely,1
matched,1
the,1
genetic,1
makeup,1
of,1
people,1
living,2
in,2
northern,2
"Europe,",2
in,1
particular,1
Sweden,1
and,1
Finland.,0
Scientists,1
have,1
taken,3
DNA,2
from,2
the,2
tooth,2
of,2
a,2
European,2
hunter-gatherer,5
and,1
have,1
found,2
out,1
what,1
modern,2
humans,1
looked,2
like,1
before,1
they,1
started,1
farming.,0
The,1
Mesolithic,1
"man,",4
who,2
lived,3
in,3
Spain,2
about,3
"7,000",3
years,2
"ago,",2
had,1
an,1
unusual,1
mix,1
of,1
blue,1
"eyes,",4
black,2
or,2
brown,2
hair,1
and,1
dark,1
skin.,0
He,1
was,1
probably,1
lactose,1
intolerant,1
and,1
could,1
not,1
digest,2
starchy,2
foods,1
easily.,0
The,1
invention,2
of,2
farming,1
brought,3
humans,3
and,3
animals,2
much,2
closer,1
and,1
humans,1
probably,1
developed,2
stronger,2
immune,2
systems,1
to,1
ﬁght,2
infections,1
from,1
the,1
animals.,0
But,1
the,2
change,2
to,2
humans',5
immune,2
systems,1
may,1
not,1
be,1
as,1
big,2
as,2
scientists,2
thought,1
–,1
tests,2
on,2
the,3
hunter-gatherer's,11
DNA,1
found,1
that,1
he,1
already,1
had,1
genes,1
that,1
made,2
his,2
immune,2
system,1
strong.,0
Some,2
of,2
these,2
genes,1
still,1
exist,2
in,2
modern,2
Europeans,1
today.,0
“Before,1
we,1
started,2
this,2
"work,",2
I,1
had,2
some,2
ideas,2
of,2
what,2
we,2
were,2
going,2
to,2
"ﬁnd,”",3
said,1
Carles,3
"Lalueza-Fox,",6
who,1
led,2
the,2
study,1
at,1
the,1
Institute,2
of,2
Evolutionary,2
Biology,1
in,1
Barcelona.,0
“Most,2
of,2
those,2
ideas,1
turned,2
out,1
to,1
be,1
completely,1
wrong.”,0
The,1
Spanish,1
team,1
started,2
their,2
work,1
after,1
a,2
group,2
of,2
cave,2
explorers,1
found,2
two,2
skeletons,2
in,2
a,2
deep,2
cave,2
high,3
up,2
in,2
the,2
Cantabrian,2
Mountains,2
of,2
northwest,2
Spain,1
in,1
2006.,0
The,1
"skeletons,",4
which,2
belonged,3
to,3
two,3
men,2
in,2
their,2
early,2
"30s,",2
had,1
been,1
very,2
well,1
preserved,1
in,1
the,1
cool,1
cave.,0
Carbon,1
dating,1
showed,1
the,2
skeletons,1
are,1
around,2
"7,000",2
years,1
"old,",4
from,2
the,2
time,1
before,1
farming,1
arrived,2
in,2
Europe,1
from,1
the,1
Middle,1
East.,0
Other,1
things,1
were,1
found,2
in,2
the,2
"cave,",2
including,1
reindeer,1
teeth,1
that,1
were,1
hung,1
from,1
the,2
people's,3
clothing.,0
This,1
discovery,1
is,1
important,1
for,1
science.,0
It,1
is,1
also,1
important,1
to,1
artists,1
who,1
will,1
have,1
to,1
draw,2
Mesolithic,2
people,1
in,1
a,1
new,1
way.,0
“You,1
see,2
a,2
lot,2
of,2
pictures,2
of,2
these,2
people,2
hunting,2
and,2
gathering,1
and,1
they,1
look,2
like,2
modern,2
Europeans,1
with,1
light,1
skin.,0
You,1
never,1
see,2
a,2
picture,2
of,2
a,2
Mesolithic,2
hunter-gatherer,6
with,2
dark,2
skin,2
and,2
blue,2
"eyes,”",3
Lalueza-Fox,5
said.,0
The,1
Spanish,1
team,1
compared,4
the,4
hunter-gatherer,11
to,3
modern,3
Europeans,2
from,2
different,2
regions,1
to,1
see,1
how,1
they,1
might,1
be,1
related.,0
They,1
found,1
that,1
the,2
ancient,2
DNA,1
was,1
most,2
closely,1
related,1
to,1
the,1
DNA,1
of,1
people,1
living,2
in,2
northern,2
"Europe,",2
in,1
particular,1
Sweden,1
and,1
Finland.,0
An,1
octopus,1
has,1
made,2
a,2
brazen,2
escape,2
from,2
the,2
National,2
Aquarium,3
in,3
New,2
Zealand,1
by,1
breaking,2
out,2
of,2
its,2
"tank,",2
slithering,3
down,2
a,2
50-meter,8
drainpipe,1
and,1
disappearing,1
into,1
the,1
sea.,0
In,1
scenes,3
reminiscent,2
of,2
Finding,2
"Nemo,",6
Inky,2
–,2
a,2
common,2
New,3
Zealand,2
octopus,1
–,1
made,3
his,3
dash,2
for,2
freedom,1
after,1
the,2
lid,2
of,2
his,2
tank,1
was,1
accidentally,1
left,1
slightly,1
ajar.,0
Staff,1
believe,1
that,1
in,2
the,2
middle,2
of,2
the,2
"night,",2
while,2
the,3
aquarium,2
was,2
"deserted,",2
Inky,1
clambered,3
to,3
the,3
top,3
of,3
his,3
glass,3
"enclosure,",4
down,2
the,2
side,2
of,2
the,2
tank,1
and,1
traveled,1
across,1
the,1
floor,1
of,1
the,1
aquarium.,0
Rob,3
"Yarrell,",4
national,2
manager,2
of,2
the,2
National,2
Aquarium,3
of,3
New,3
Zealand,2
in,2
"Napier,",2
said:,2
“Octopuses,2
are,1
famous,1
escape,1
artists.,0
I,1
don't,2
think,1
he,1
was,1
unhappy,2
with,2
"us,",4
or,2
"lonely,",2
as,1
octopuses,1
are,1
solitary,1
creatures.,0
"But,",2
he,1
is,1
such,1
a,1
curious,1
boy.,0
He,1
would,1
want,1
to,1
know,1
what's,2
happening,1
on,1
the,1
outside.,0
That's,2
just,1
his,1
personality.”,0
One,1
theory,1
is,1
that,1
Inky,1
slid,2
across,2
the,2
aquarium,2
floor,2
–,2
a,2
journey,2
of,2
three,3
or,3
four,2
meters,1
–,1
and,1
"then,",2
sensing,2
freedom,1
was,1
at,1
"hand,",2
into,1
a,1
drainpipe,1
that,1
led,2
directly,1
to,1
the,1
sea.,0
The,1
drainpipe,1
was,1
50,2
meters,1
long,1
and,1
opened,2
onto,2
the,2
waters,2
of,2
Hawke's,5
"Bay,",2
on,1
the,1
east,1
coast,1
of,1
New,3
Zealand's,3
North,1
Island.,0
Another,1
possible,1
escape,1
route,1
could,1
have,1
involved,2
Inky,1
squeezing,2
into,2
an,2
open,2
pipe,1
at,1
the,1
top,2
of,2
his,2
"tank,",2
which,1
led,2
under,2
the,2
floor,1
to,1
the,1
drain.,0
“When,1
we,1
came,4
in,3
the,3
next,3
morning,2
and,2
his,3
tank,2
was,2
"empty,",2
I,1
was,1
really,1
"surprised,”",3
said,1
"Yarrell,",2
who,1
has,1
not,1
launched,1
a,1
search,1
for,1
Inky.,0
“The,1
staff,2
and,2
I,1
have,1
been,1
pretty,1
sad.,0
But,1
"then,",2
this,1
is,1
Inky,1
and,1
he's,2
always,1
been,1
a,1
bit,1
of,1
a,1
surprise,1
octopus.”,0
Reiss,3
"Jenkinson,",4
exhibits,2
keeper,2
at,2
the,2
National,2
"Aquarium,",2
said,1
he,1
was,1
absolutely,1
certain,1
Inky,1
had,1
not,1
been,1
taken.,0
“I,1
understand,3
the,3
nature,3
of,3
octopus,3
behavior,2
very,2
"well,”",3
he,1
said.,0
“I,1
have,1
seen,2
octopuses,2
on,2
boats,1
slip,1
through,1
bilge,1
pumps.,0
"And,",2
the,2
security,2
here,1
is,1
too,1
tight,2
for,2
anyone,2
to,2
take,2
Inky,1
and,1
why,1
would,1
they?”,0
Because,1
octopuses,1
have,2
no,2
"bones,",2
they,1
are,1
able,2
to,2
fit,2
into,2
extremely,3
small,2
spaces,1
and,1
have,1
been,1
filmed,1
squeezing,2
through,2
gaps,1
the,1
size,1
of,1
coins.,0
They,1
are,1
also,1
understood,1
to,1
be,1
extremely,1
intelligent,1
and,1
capable,1
of,1
using,1
tools.,0
At,1
the,1
Island,2
Bay,1
Marine,1
Education,1
Center,2
in,2
"Wellington,",2
an,2
octopus,1
was,1
found,1
to,1
be,1
in,1
the,1
habit,1
of,1
visiting,4
another,4
tank,3
overnight,2
to,2
steal,2
"crabs,",2
then,1
returning,1
to,1
its,1
own.,0
Another,2
at,2
the,2
"center,",4
"Ozymandias,",2
was,1
thought,1
to,1
have,1
broken,2
a,2
world,2
record,1
for,1
opening,2
a,2
jar,1
before,1
it,1
was,1
released,1
into,1
the,1
ocean.,0
Inky,1
was,1
brought,3
to,3
the,3
National,3
Aquarium,2
a,2
number,3
of,3
years,2
ago,1
by,1
a,1
local,1
fisherman,1
who,1
found,2
him,1
caught,1
in,1
a,1
crayfish,1
pot.,0
He,1
was,1
scarred,2
and,2
“rough,4
"looking”,",3
said,1
Yarrell.,0
“He,1
had,1
been,1
living,3
on,3
the,3
reef,2
and,2
fighting,2
with,2
fish,1
so,1
he,1
wasn't,2
in,1
the,1
best,1
shape.”,0
According,2
to,1
"Yarrell,",4
Inky,2
–,2
who,2
is,2
about,2
the,2
size,2
of,2
a,2
rugby,2
ball,1
–,1
was,1
an,1
“unusually,3
intelligent”,2
octopus.,0
“He,1
was,1
very,1
"friendly,",4
very,2
inquisitive,1
and,1
a,1
popular,1
attraction,1
here.,0
We,1
have,2
another,2
"octopus,",4
"Blotchy,",2
but,1
he,1
is,1
smaller,2
than,2
Inky,1
and,1
Inky,1
had,1
the,1
personality.”,0
The,1
aquarium,1
has,1
no,1
plans,1
to,1
step,4
up,3
security,2
as,2
a,2
result,2
of,2
the,2
escape,1
as,1
Inky,1
was,1
a,1
“one-off”,5
but,1
the,2
staff,1
are,1
“increasingly,2
aware,1
of,2
what,1
octopuses,1
can,1
actually,1
do”.,0
Although,1
the,2
aquarium,1
is,1
not,1
actively,1
searching,2
for,2
a,2
replacement,2
for,2
"Inky,",2
if,2
a,3
fisherman,2
brought,3
in,2
another,2
"octopus,",2
it,1
might,1
be,1
willing,1
to,1
take,2
it,1
on.,0
An,1
octopus,1
has,1
escaped,1
from,1
the,1
National,1
Aquarium,1
in,1
New,1
Zealand.,0
It,1
escaped,2
from,2
its,2
"tank,",2
slid,3
down,2
a,2
50-meter,8
drainpipe,1
and,1
disappeared,1
into,1
the,1
sea.,0
Inky,0
–,0
a,1
common,1
New,2
Zealand,1
octopus,1
–,1
escaped,1
after,1
someone,1
left,2
the,2
lid,2
of,2
his,2
tank,1
open.,0
Staff,2
at,2
the,2
aquarium,1
believe,1
"that,",2
in,2
the,2
middle,2
of,2
the,2
"night,",2
when,2
there,2
was,3
no-one,8
in,2
the,2
"building,",2
Inky,1
climbed,2
down,2
the,2
side,2
of,2
the,2
tank,1
and,1
traveled,1
across,1
the,1
floor.,0
Rob,3
"Yarrell,",4
national,2
manager,2
of,2
the,2
National,2
Aquarium,3
of,3
New,3
Zealand,2
in,2
"Napier,",2
said:,2
“Octopuses,2
are,1
famous,1
for,1
their,1
ability,1
to,1
escape.,0
I,1
don't,2
think,2
he,2
was,2
unhappy,2
with,2
"us,",4
or,2
"lonely,",2
because,1
octopuses,1
like,1
to,1
live,1
alone.,0
"But,",2
he,1
is,1
such,1
a,1
curious,1
boy.,0
He,1
would,1
want,1
to,1
know,1
what's,2
happening,1
on,1
the,1
outside.,0
That's,2
his,1
personality.”,0
One,1
idea,1
is,1
that,1
Inky,1
crossed,2
the,2
aquarium,2
floor,2
–,2
a,2
journey,2
of,2
three,3
or,3
four,2
meters,1
–,1
and,1
"then,",2
he,1
realized,2
that,2
freedom,2
was,2
very,2
near,1
so,1
he,1
entered,1
a,1
drainpipe,1
that,1
led,2
directly,1
to,1
the,1
sea.,0
The,1
drainpipe,1
was,1
50,2
meters,1
long,1
and,1
opened,2
into,2
Hawke's,5
"Bay,",2
on,1
the,1
east,1
coast,1
of,1
New,3
Zealand's,3
North,1
Island.,0
It,1
is,1
also,1
possible,1
that,1
Inky,1
escaped,2
through,2
an,2
open,2
pipe,1
at,1
the,1
top,2
of,2
his,2
"tank,",2
which,1
led,2
under,2
the,2
floor,1
to,1
the,1
drain.,0
“When,1
we,1
came,4
in,3
the,3
next,3
morning,2
and,2
his,3
tank,2
was,2
"empty,",2
I,1
was,1
really,1
"surprised,”",3
said,1
"Yarrell,",2
who,1
has,1
not,1
started,1
looking,1
for,1
Inky.,0
“The,1
staff,2
and,2
I,1
have,1
been,1
sad.,0
But,1
"then,",2
this,1
is,1
Inky,1
and,1
he's,2
always,1
been,1
a,1
bit,1
of,1
a,1
surprise,1
octopus.”,0
Reiss,3
"Jenkinson,",4
a,2
keeper,2
at,2
the,2
National,2
"Aquarium,",2
said,1
he,1
was,1
absolutely,1
certain,1
Inky,1
was,1
not,1
stolen.,0
“I,1
understand,3
octopus,3
behavior,2
very,2
"well,”",3
he,1
said.,0
“I,1
have,1
seen,2
octopuses,2
on,2
boats,1
escape,1
through,1
waste,1
pumps.,0
"And,",2
the,2
security,2
here,1
is,1
too,1
good,2
for,2
anyone,2
to,2
take,2
Inky,1
and,1
why,1
would,1
they?”,0
Because,1
octopuses,1
have,2
no,2
"bones,",2
they,1
can,1
fit,2
into,2
very,3
small,2
spaces,1
and,1
can,1
squeeze,2
through,2
gaps,1
the,1
size,1
of,1
coins.,0
They,1
are,1
also,1
very,1
intelligent,1
and,1
able,1
to,1
use,1
tools.,0
At,1
the,1
Island,2
Bay,1
Marine,2
Education,1
Center,2
in,2
"Wellington,",2
an,2
octopus,1
visited,4
another,4
tank,3
every,3
night,2
to,2
steal,2
"crabs,",2
then,1
return,1
to,1
its,1
own,1
tank.,0
Another,1
octopus,2
at,2
the,2
"center,",4
"Ozymandias,",2
broke,2
a,2
world,2
record,1
for,1
opening,1
a,1
jar.,0
Inky,1
was,1
brought,3
to,3
the,3
National,3
Aquarium,2
several,3
years,2
ago,1
by,1
a,1
local,1
fisherman,1
who,1
found,2
him,1
in,1
a,1
fishing,1
pot.,0
Yarrell,1
"said,",2
“He,2
lived,3
on,3
the,3
reef,2
and,2
fought,2
with,2
fish,1
so,1
he,1
wasn't,2
in,1
a,1
good,1
shape.”,0
According,2
to,1
"Yarrell,",4
Inky,2
–,2
who,2
is,2
about,2
the,2
size,2
of,2
a,2
rugby,2
ball,1
–,1
was,1
an,1
“unusually,3
intelligent”,2
octopus.,0
“He,1
was,1
very,1
friendly,1
and,1
a,1
popular,1
attraction,1
here.,0
We,1
have,2
another,2
"octopus,",4
"Blotchy,",2
but,1
he,1
is,1
smaller,2
than,2
Inky,1
and,1
Inky,1
had,1
the,1
personality.”,0
The,1
aquarium,1
has,2
no,2
plans,2
to,2
increase,3
security,2
as,2
a,2
result,2
of,2
the,2
escape,1
but,1
the,2
staff,1
now,1
know,2
“what,4
octopuses,2
can,2
do”,2
so,1
they,1
will,1
be,1
more,1
careful.,0
The,1
aquarium,1
is,1
not,1
looking,2
for,2
another,2
octopus,1
"but,",2
if,2
a,3
fisherman,2
brought,3
in,2
another,2
"octopus,",2
the,2
aquarium,1
might,1
take,1
it.,0
Do,1
you,1
want,4
your,4
child,3
to,3
be,3
good,3
at,3
"sports,",4
make,2
the,2
school,2
team,1
"and,",2
maybe,2
one,2
"day,",2
even,1
compete,1
on,1
the,1
world,1
stage?,0
"Well,",2
try,1
to,1
ensure,1
that,1
your,2
would-be,6
Olympian,3
or,3
World,3
Cup,2
winner,1
is,1
born,2
in,2
November,1
"or,",2
failing,2
"that,",2
in,1
October.,0
A,1
study,1
has,1
found,1
that,1
school,2
pupils,2
born,2
in,2
those,2
months,1
are,1
fitter,2
than,2
everyone,2
else,1
in,1
their,1
class.,0
November-,2
and,1
October-born,6
children,1
emerged,2
as,2
"fitter,",6
stronger,2
and,2
more,2
powerful,2
than,2
their,2
peers,2
born,2
in,2
the,2
other,2
ten,2
months,2
of,2
the,2
"year,",2
especially,1
those,1
whose,2
birthdays,1
fell,1
in,1
April,1
or,1
June.,0
Dr.,4
Gavin,3
"Sandercock,",4
who,2
is,2
from,2
the,2
Center,3
for,3
Sports,4
and,4
Exercise,3
Science,3
at,3
Essex,3
University,2
and,2
led,2
the,2
"study,",2
found,1
that,1
autumn-born,6
children,1
enjoyed,2
“a,4
clear,2
physical,2
advantage”,2
over,1
their,1
classmates.,0
The,1
research,1
involved,1
"8,550",1
boys,2
and,2
girls,1
aged,2
between,2
ten,2
and,2
16,1
from,1
26,1
state,1
schools,1
in,1
Essex.,0
All,1
were,1
tested,2
between,2
2007,2
and,2
2010,1
on,1
three,1
different,1
measures,2
of,2
fitness:,2
"stamina,",4
handgrip,2
strength,1
and,1
lower-body,5
power.,0
The,1
results,1
revealed,2
that,2
a,3
child's,7
month,3
of,3
birth,2
could,2
make,2
“significant”,6
differences,2
to,2
their,2
levels,2
of,2
cardiovascular,2
"fitness,",6
muscle,3
strength,2
and,2
ability,2
to,2
"accelerate,",2
all,2
of,2
which,1
predict,1
how,1
good,2
someone,2
is,2
at,2
"sports,",2
in,2
which,1
such,2
attributes,1
are,1
vital.,0
Performances,2
at,2
school,2
sports,2
days,2
in,2
the,2
weeks,2
ahead,1
may,1
bear,2
out,1
the,1
findings.,0
November-born,3
children,1
were,1
the,1
fittest,2
overall,1
as,1
they,1
had,2
the,2
most,2
stamina,2
and,2
power,1
and,1
were,1
the,1
second,1
strongest.,0
Those,2
born,2
in,2
October,1
were,1
almost,2
as,1
"fit,",2
scoring,3
highest,2
for,2
strength,1
and,1
coming,3
third,2
for,2
"power,",2
with,1
December,2
children,1
close,1
behind.,0
The,1
gap,3
in,3
physical,3
prowess,3
between,3
children,3
in,3
the,3
same,3
class,2
but,2
born,2
in,2
different,2
months,1
was,1
sometimes,1
very,1
wide.,0
“For,1
"example,",2
we,1
found,1
that,1
a,2
boy,2
born,2
in,2
November,1
can,1
run,3
at,4
least,4
10%,7
"faster,",4
jump,2
12%,5
higher,1
and,1
is,1
15%,4
more,1
powerful,1
than,1
a,1
child,1
of,1
the,1
same,1
age,1
born,1
in,1
April.,0
This,1
"is,",2
"potentially,",2
a,1
huge,1
physical,1
"advantage,”",3
said,1
Sandercock.,0
Such,1
gaps,1
could,1
ultimately,1
decide,2
who,2
became,2
a,2
top-level,8
athlete,1
"because,",2
as,2
the,3
paper,2
"says,",2
“selection,3
into,2
elite,2
sports,1
may,1
often,1
depend,1
on,1
very,2
small,1
margins,2
or,2
differences,1
in,1
an,2
individual's,3
physical,1
performance”.,0
The,1
"study,",4
which,2
has,2
been,2
published,2
in,2
the,2
International,2
Journal,2
of,2
Sports,2
"Medicine,",2
found,1
"that,",2
when,2
scores,3
for,3
the,3
three,3
kinds,3
of,3
fitness,2
were,2
"combined,",2
those,2
born,2
in,2
April,1
were,1
the,1
least,1
"fit,",2
then,1
those,1
in,1
June.,0
That,1
could,1
see,2
those,2
children,2
excluded,3
from,3
school,3
teams,2
and,2
becoming,2
sporting,2
"underachievers,",2
Sandercock,1
said.,0
The,1
findings,1
seem,2
to,2
show,2
that,2
children,3
born,3
in,3
the,3
early,3
months,3
of,3
the,3
school,3
year,2
enjoy,2
a,2
double,2
“autumn,4
advantage”,2
–,1
they,1
are,1
already,1
known,2
to,2
have,2
an,2
academic,2
advantage,1
"and,",2
"now,",2
they,1
also,1
appear,2
to,2
be,2
better,2
equipped,2
for,2
"sports,",2
too.,0
The,1
authors,1
believe,1
that,1
autumn-born,6
children's,5
greater,2
exposure,2
over,2
the,2
summer,2
"months,",2
towards,2
the,2
end,3
of,3
"pregnancy,",4
to,2
vitamin,2
D,1
is,1
the,1
most,2
likely,1
explanation.,0
John,3
"Steele,",4
chief,2
executive,2
of,2
the,2
Youth,2
Sport,2
"Trust,",2
said,1
the,2
quality,2
of,2
a,3
young,3
person's,5
introduction,2
to,2
sports,2
at,2
school,1
can,1
be,1
“a,2
major,1
factor”,2
in,1
their,1
sporting,1
development.,0
“Children,2
that,2
get,2
a,2
high-quality,8
first,2
"experience,",4
which,2
develops,2
their,2
physical,2
"literacy,",2
are,1
those,3
that,3
will,3
have,3
greater,3
"agility,",8
balance,3
and,3
"coordination,",4
and,2
are,2
more,2
likely,2
to,2
develop,3
an,3
enjoyment,3
of,3
physical,3
activity,2
and,2
excel,3
in,3
sports,2
as,2
they,2
grow,2
"up”,",3
he,1
said.,0
UK,1
Sport,1
could,1
not,1
say,1
if,1
a,2
disproportionately,3
high,2
number,2
of,2
the,2
"1,300",2
athletes,3
across,3
47,3
sports,2
it,2
funds,1
were,1
born,1
in,1
November,1
and,1
October.,0
Natalie,3
"Dunman,",4
its,2
head,2
of,2
performance,2
"pathways,",2
said,1
"that,",2
while,2
the,3
differences,3
highlighted,3
in,3
the,3
new,3
findings,2
were,2
borne,3
out,2
by,2
teenagers,2
competing,2
in,2
junior-level,8
"competitions,",2
they,1
had,1
disappeared,1
by,1
the,1
time,1
athletes,1
were,1
taking,2
part,1
in,1
adult,1
competitions.,0
She,1
said:,2
“Looking,3
at,2
"elite,",4
senior,2
"athletes,",2
there,1
are,2
many,2
factors,2
that,2
go,2
into,2
making,2
a,2
champion,1
and,1
our,2
work,1
hasn't,2
uncovered,1
anything,1
to,1
suggest,1
that,2
month,2
of,2
birth,1
is,1
one,1
of,1
the,1
key,1
ingredients.”,0
Do,1
you,1
want,4
your,4
child,3
to,3
be,3
good,3
at,3
"sports,",4
play,2
for,2
the,2
school,2
team,1
"and,",2
maybe,2
one,2
"day,",2
even,1
be,1
in,1
international,1
competitions?,0
"Well,",2
try,1
to,1
make,1
sure,1
that,1
your,2
child,1
is,1
born,1
in,1
November,1
or,1
October.,0
A,1
study,1
has,1
found,1
that,1
schoolchildren,2
born,2
in,2
November,2
or,2
October,1
are,1
fitter,2
than,2
everyone,2
else,1
in,1
their,1
class.,0
Children,2
born,2
in,2
November,2
or,2
October,1
were,1
"fitter,",6
stronger,2
and,2
more,2
powerful,1
than,1
children,1
born,1
in,1
the,1
other,1
ten,1
months,1
of,1
the,1
year.,0
They,1
are,1
especially,1
"fitter,",4
stronger,1
and,1
more,1
powerful,1
than,1
children,1
with,1
birthdays,1
in,1
April,1
or,1
June.,0
Dr.,4
Gavin,3
Sandercock,2
of,2
Essex,2
University,1
found,1
in,1
his,1
study,1
that,1
children,2
born,2
in,2
the,2
autumn,1
had,2
“a,4
clear,2
physical,2
advantage”,2
over,1
their,1
classmates.,0
The,1
research,1
involved,1
"8,550",1
boys,2
and,2
girls,1
aged,2
between,2
ten,2
and,2
16,1
from,1
26,1
state,1
schools,1
in,1
Essex.,0
All,1
were,1
tested,2
between,2
2007,2
and,2
2010,1
on,1
three,1
different,1
things:,2
"stamina,",4
handgrip,2
strength,1
and,1
lower-body,5
power.,0
The,1
results,1
showed,1
that,1
a,2
child's,5
month,2
of,2
birth,1
could,1
make,2
big,2
differences,1
to,1
their,1
levels,1
of,1
"fitness,",6
muscle,3
strength,2
and,2
ability,2
to,2
"accelerate,",2
all,2
of,2
which,1
predict,1
how,1
good,2
someone,2
is,1
at,1
sports.,0
November,1
children,1
were,1
the,1
fittest,2
because,2
they,2
had,2
the,2
most,2
stamina,2
and,2
power,1
and,1
were,1
the,1
second,1
strongest.,0
Children,2
born,2
in,2
October,1
were,1
almost,1
as,1
fit,1
–,1
they,1
scored,3
highest,2
for,2
strength,1
and,1
came,3
third,2
for,2
"power,",2
with,1
December,2
children,1
close,1
behind.,0
The,1
gap,3
in,3
physical,3
ability,3
between,3
children,3
in,3
the,3
same,3
class,2
but,2
born,2
in,2
different,2
months,1
was,1
sometimes,1
very,1
wide.,0
“For,1
"example,",2
we,1
found,1
that,1
a,2
boy,2
born,2
in,2
November,1
can,1
run,3
at,4
least,4
10%,7
"faster,",4
jump,2
12%,5
higher,1
and,1
is,1
15%,4
more,1
powerful,1
than,1
a,1
child,1
of,1
the,1
same,1
age,1
born,1
in,1
April.,0
This,1
is,1
a,1
huge,1
physical,1
"advantage,”",3
said,1
Sandercock.,0
These,1
gaps,1
could,1
decide,1
who,1
became,2
a,2
top-,6
level,2
athlete,1
because,1
“selection,3
into,2
elite,2
sports,1
may,1
often,1
depend,1
on,1
very,2
small,1
differences,1
in,1
a,2
person's,3
physical,1
performance”.,0
The,1
study,1
found,1
"that,",2
when,2
scores,3
for,3
the,3
three,3
kinds,3
of,3
fitness,2
were,2
put,2
"together,",2
children,2
born,2
in,2
April,1
were,1
the,1
least,1
"fit,",2
followed,2
by,2
children,1
born,1
in,1
June.,0
The,1
findings,1
seem,2
to,2
show,2
that,2
children,3
born,3
in,3
the,3
early,3
months,3
of,3
the,3
school,3
year,2
enjoy,2
a,2
double,2
“autumn,4
advantage”,2
–,1
we,1
already,1
know,2
that,2
they,2
have,2
an,2
academic,2
advantage,1
"and,",2
"now,",2
they,1
also,1
seem,2
to,2
be,2
better,2
at,2
"sports,",2
too.,0
The,1
authors,2
of,2
the,2
study,1
believe,1
that,1
the,2
most,3
likely,2
explanation,1
is,1
that,1
children,2
born,2
in,2
autumn,1
get,3
more,3
vitamin,3
D,2
over,2
the,2
summer,2
months,1
towards,1
the,1
end,1
of,1
pregnancy.,0
John,3
"Steele,",4
chief,2
executive,2
of,2
the,2
Youth,2
Sport,2
"Trust,",2
said,1
the,2
quality,2
of,2
a,3
young,3
person's,5
introduction,2
to,2
sports,2
at,2
school,1
can,1
be,1
“a,2
major,1
factor”,2
in,1
their,1
sporting,1
development.,0
“Children,2
that,2
get,2
a,2
high-quality,8
first,2
experience,1
will,1
have,3
greater,3
"agility,",8
balance,3
and,3
"coordination,",4
and,2
are,2
more,2
likely,3
to,3
develop,3
an,3
enjoyment,3
of,3
physical,3
activity,2
and,2
be,2
good,3
at,3
sports,2
as,2
they,2
grow,2
"up”,",3
he,1
said.,0
UK,1
Sport,1
could,1
not,1
say,1
if,1
a,2
majority,2
of,2
the,2
"1,300",2
athletes,2
it,2
gives,2
money,1
to,1
were,1
born,1
in,1
November,1
and,1
October.,0
Natalie,3
"Dunman,",4
its,2
head,2
of,2
"performance,",2
said,1
that,1
the,2
differences,2
shown,2
in,2
the,2
new,2
study,1
were,1
true,3
for,3
teenagers,2
in,2
junior-level,8
"competitions,",2
but,1
that,1
the,2
differences,1
disappear,1
before,1
athletes,1
were,1
in,1
adult,1
competitions.,0
She,1
said:,2
“With,3
adult,2
"athletes,",2
there,1
are,2
many,2
factors,2
that,2
make,2
a,2
champion,1
and,1
we,1
don't,2
think,1
that,2
month,2
of,2
birth,1
is,1
one,1
of,1
the,1
key,1
ingredients.”,0
Lots,2
of,2
us,1
know,2
we,2
are,2
"sleep-deprived,",6
but,1
imagine,1
if,1
we,1
could,1
fix,3
it,2
with,2
a,2
fairly,3
simple,2
solution:,2
getting,2
up,1
later.,0
In,1
a,1
speech,2
at,2
the,2
British,2
Science,2
"Festival,",2
Dr.,4
Paul,3
"Kelley,",4
clinical,2
research,2
associate,2
at,2
the,2
Sleep,3
and,3
Circadian,2
